Date,"Close Price"
"2018-04-02 00:00:00",6985.59
"2018-04-02 01:00:00",6933.41
"2018-04-02 02:00:00",6976.82
"2018-04-02 03:00:00",6992.53
"2018-04-02 04:00:00",6886.38
"2018-04-02 05:00:00",6897.23
"2018-04-02 06:00:00",6894.22
"2018-04-02 07:00:00",7100.54
"2018-04-02 08:00:00",7060.15
"2018-04-02 09:00:00",7060.39
"2018-04-02 10:00:00",7064.6
"2018-04-02 11:00:00",7035.56
"2018-04-02 12:00:00",7004.95
"2018-04-02 13:00:00",7011.64
"2018-04-02 14:00:00",6914.6
"2018-04-02 15:00:00",7017.26
"2018-04-02 16:00:00",7014.18
"2018-04-02 17:00:00",6973.64
"2018-04-02 18:00:00",6970.4
"2018-04-02 19:00:00",6986.04
"2018-04-02 20:00:00",6920.34
"2018-04-02 21:00:00",6983.94
"2018-04-02 22:00:00",7035.57
"2018-04-02 23:00:00",7048.86
"2018-04-03 00:00:00",7031.15
"2018-04-03 01:00:00",7031.74
"2018-04-03 02:00:00",7170.36
"2018-04-03 03:00:00",7183.33
"2018-04-03 04:00:00",7348.41
"2018-04-03 05:00:00",7335.57
"2018-04-03 06:00:00",7341.61
"2018-04-03 07:00:00",7399.37
"2018-04-03 08:00:00",7344.66
"2018-04-03 09:00:00",7372.27
"2018-04-03 10:00:00",7312.85
"2018-04-03 11:00:00",7306.31
"2018-04-03 12:00:00",7357.53
"2018-04-03 13:00:00",7339.83
"2018-04-03 14:00:00",7349.15
"2018-04-03 15:00:00",7390.71
"2018-04-03 16:00:00",7402.05
"2018-04-03 17:00:00",7413.65
"2018-04-03 18:00:00",7489.02
"2018-04-03 19:00:00",7448.37
"2018-04-03 20:00:00",7410.62
"2018-04-03 21:00:00",7432.5
"2018-04-03 22:00:00",7395.41
"2018-04-03 23:00:00",7417.08
"2018-04-04 00:00:00",7402.88
"2018-04-04 01:00:00",7332.82
"2018-04-04 02:00:00",7297.6
"2018-04-04 03:00:00",7295.65
"2018-04-04 04:00:00",7307.85
"2018-04-04 05:00:00",7359.9
"2018-04-04 06:00:00",7355.45
"2018-04-04 07:00:00",7327.95
"2018-04-04 08:00:00",7305.8
"2018-04-04 09:00:00",7083.8
"2018-04-04 10:00:00",7100.72
"2018-04-04 11:00:00",7061.76
"2018-04-04 12:00:00",7063.98
"2018-04-04 13:00:00",7075.88
"2018-04-04 14:00:00",6862.23
"2018-04-04 15:00:00",6787.04
"2018-04-04 16:00:00",6890.61
"2018-04-04 17:00:00",6843.09
"2018-04-04 18:00:00",6821.19
"2018-04-04 19:00:00",6880.28
"2018-04-04 20:00:00",6847.43
"2018-04-04 21:00:00",6829.76
"2018-04-04 22:00:00",6766.54
"2018-04-04 23:00:00",6789.86
"2018-04-05 00:00:00",6680.99
"2018-04-05 01:00:00",6584.81
"2018-04-05 02:00:00",6607.88
"2018-04-05 03:00:00",6776.34
"2018-04-05 04:00:00",6782.07
"2018-04-05 05:00:00",6846.67
"2018-04-05 06:00:00",6757.09
"2018-04-05 07:00:00",6778.8
"2018-04-05 08:00:00",6870.72
"2018-04-05 09:00:00",6844.47
"2018-04-05 10:00:00",6794.99
"2018-04-05 11:00:00",6796.92
"2018-04-05 12:00:00",6659.79
"2018-04-05 13:00:00",6835.5
"2018-04-05 14:00:00",6772.09
"2018-04-05 15:00:00",6744.58
"2018-04-05 16:00:00",6708.35
"2018-04-05 17:00:00",6698.95
"2018-04-05 18:00:00",6697.34
"2018-04-05 19:00:00",6768.95
"2018-04-05 20:00:00",6749.15
"2018-04-05 21:00:00",6725.95
"2018-04-05 22:00:00",6825.4
"2018-04-05 23:00:00",6771.22
"2018-04-06 00:00:00",6823.72
"2018-04-06 01:00:00",6798.91
"2018-04-06 02:00:00",6775.43
