Date,"Close Price"
"2018-02-26 00:00:00",9579.05
"2018-02-26 01:00:00",9730.25
"2018-02-26 02:00:00",9733.22
"2018-02-26 03:00:00",9628.67
"2018-02-26 04:00:00",9677.86
"2018-02-26 05:00:00",9637.93
"2018-02-26 06:00:00",9432.63
"2018-02-26 07:00:00",9488.19
"2018-02-26 08:00:00",9446.81
"2018-02-26 09:00:00",9475.47
"2018-02-26 10:00:00",9683.39
"2018-02-26 11:00:00",9740.81
"2018-02-26 12:00:00",9837
"2018-02-26 13:00:00",10118.21
"2018-02-26 14:00:00",10213.28
"2018-02-26 15:00:00",10242.22
"2018-02-26 16:00:00",10201.18
"2018-02-26 17:00:00",10196.02
"2018-02-26 18:00:00",10222.71
"2018-02-26 19:00:00",10242.84
"2018-02-26 20:00:00",10259.75
"2018-02-26 21:00:00",10366.35
"2018-02-26 22:00:00",10352.96
"2018-02-26 23:00:00",10308.15
"2018-02-27 00:00:00",10363.58
"2018-02-27 01:00:00",10193.72
"2018-02-27 02:00:00",10182.28
"2018-02-27 03:00:00",10270.72
"2018-02-27 04:00:00",10311.09
"2018-02-27 05:00:00",10315.32
"2018-02-27 06:00:00",10321.23
"2018-02-27 07:00:00",10627.83
"2018-02-27 08:00:00",10696.2
"2018-02-27 09:00:00",10725.32
"2018-02-27 10:00:00",10645.69
"2018-02-27 11:00:00",10683.84
"2018-02-27 12:00:00",10670.66
"2018-02-27 13:00:00",10840.36
"2018-02-27 14:00:00",10678.5
"2018-02-27 15:00:00",10575.87
"2018-02-27 16:00:00",10623.79
"2018-02-27 17:00:00",10574.43
"2018-02-27 18:00:00",10611.58
"2018-02-27 19:00:00",10678.99
"2018-02-27 20:00:00",10678.91
"2018-02-27 21:00:00",10744.57
"2018-02-27 22:00:00",10738.61
"2018-02-27 23:00:00",10628.72
"2018-02-28 00:00:00",10647.22
"2018-02-28 01:00:00",10692.18
"2018-02-28 02:00:00",10681.68
"2018-02-28 03:00:00",10900.49
"2018-02-28 04:00:00",10899.26
"2018-02-28 05:00:00",10940.25
"2018-02-28 06:00:00",10798.44
"2018-02-28 07:00:00",10743.53
"2018-02-28 08:00:00",10517.09
"2018-02-28 09:00:00",10594.36
"2018-02-28 10:00:00",10575.89
"2018-02-28 11:00:00",10558.32
"2018-02-28 12:00:00",10389.15
"2018-02-28 13:00:00",10480.8
"2018-02-28 14:00:00",10510.08
"2018-02-28 15:00:00",10500.77
"2018-02-28 16:00:00",10407.88
"2018-02-28 17:00:00",10446.83
"2018-02-28 18:00:00",10489.03
"2018-02-28 19:00:00",10531.77
"2018-02-28 20:00:00",10649.08
"2018-02-28 21:00:00",10557.65
"2018-02-28 22:00:00",10425.92
"2018-02-28 23:00:00",10309.81
"2018-03-01 00:00:00",10392.13
"2018-03-01 01:00:00",10370.45
"2018-03-01 02:00:00",10320.69
"2018-03-01 03:00:00",10350.66
"2018-03-01 04:00:00",10428.83
"2018-03-01 05:00:00",10416.56
"2018-03-01 06:00:00",10384.52
"2018-03-01 07:00:00",10522.26
"2018-03-01 08:00:00",10632.81
"2018-03-01 09:00:00",10600.36
"2018-03-01 10:00:00",10715.48
"2018-03-01 11:00:00",10662.01
"2018-03-01 12:00:00",10626.55
"2018-03-01 13:00:00",10766.27
"2018-03-01 14:00:00",10779.06
"2018-03-01 15:00:00",10712.27
"2018-03-01 16:00:00",10737.63
"2018-03-01 17:00:00",10852.77
"2018-03-01 18:00:00",10942.8
"2018-03-01 19:00:00",10904.24
"2018-03-01 20:00:00",11035.56
"2018-03-01 21:00:00",10924.01
"2018-03-01 22:00:00",10964.68
"2018-03-01 23:00:00",10911.55
"2018-03-02 00:00:00",11029.42
"2018-03-02 01:00:00",11141.86
"2018-03-02 02:00:00",11038.72
"2018-03-02 03:00:00",11100.17
"2018-03-02 04:00:00",11000.17
"2018-03-02 05:00:00",10982.89
"2018-03-02 06:00:00",11096.05
"2018-03-02 07:00:00",11081.52
"2018-03-02 08:00:00",11100.3
